audit_id,transaction_id,customer_id,fraud_probability,overall_risk_score,risk_category,decision
AUDT0008107,T0008107,C01270,27.51,27.51,LOW,ALLOW
AUDT0008108,T0008108,C01777,33.79,33.79,LOW,ALLOW
AUDT0008109,T0008109,C00231,29.67,29.67,LOW,ALLOW
AUDT0008110,T0008110,C01223,14.71,14.71,LOW,ALLOW
AUDT0008111,T0008111,C01175,18.04,18.04,LOW,ALLOW
AUDT0008112,T0008112,C00156,1.68,1.68,LOW,ALLOW
AUDT0008113,T0008113,C00382,30.33,30.33,LOW,ALLOW
AUDT0008114,T0008114,C01565,34.55,34.55,LOW,ALLOW
AUDT0008115,T0008115,C01624,37.49,37.49,LOW,ALLOW
AUDT0008116,T0008116,C00251,17.21,17.21,LOW,ALLOW
AUDT0008117,T0008117,C00362,13.21,13.21,LOW,ALLOW
AUDT0008118,T0008118,C01577,22.63,22.63,LOW,ALLOW
AUDT0008119,T0008119,C00088,29.21,29.21,LOW,ALLOW
AUDT0008120,T0008120,C01375,22.78,22.78,LOW,ALLOW
AUDT0008121,T0008121,C00630,6.71,6.71,LOW,ALLOW
AUDT0008122,T0008122,C01951,8.71,8.71,LOW,ALLOW
AUDT0008123,T0008123,C00013,23.51,23.51,LOW,ALLOW
AUDT0008124,T0008124,C01518,27.12,27.12,LOW,ALLOW
AUDT0008125,T0008125,C00502,26.35,26.35,LOW,ALLOW
AUDT0008126,T0008126,C01102,39.51,39.51,LOW,ALLOW
AUDT0008127,T0008127,C01707,3.54,3.54,LOW,ALLOW
AUDT0008128,T0008128,C01898,22.23,22.23,LOW,ALLOW
AUDT0008129,T0008129,C00788,30.48,30.48,LOW,ALLOW
AUDT0008130,T0008130,C01396,37.68,37.68,LOW,ALLOW
AUDT0008131,T0008131,C00824,12.06,12.06,LOW,ALLOW
AUDT0008132,T0008132,C01115,24.83,24.83,LOW,ALLOW
AUDT0008133,T0008133,C01687,8.67,8.67,LOW,ALLOW
AUDT0008134,T0008134,C00098,21.88,21.88,LOW,ALLOW
AUDT0008135,T0008135,C00475,12.01,12.01,LOW,ALLOW
AUDT0008136,T0008136,C00941,13.15,13.15,LOW,ALLOW
AUDT0008137,T0008137,C01738,4.23,4.23,LOW,ALLOW
AUDT0008138,T0008138,C00536,10.1,10.1,LOW,ALLOW
AUDT0008139,T0008139,C01306,10.05,10.05,LOW,ALLOW
AUDT0008140,T0008140,C01831,29.81,29.81,LOW,ALLOW
AUDT0008141,T0008141,C00825,17.46,17.46,LOW,ALLOW
AUDT0008142,T0008142,C00190,10.59,10.59,LOW,ALLOW
AUDT0008143,T0008143,C00620,16.57,16.57,LOW,ALLOW
AUDT0008144,T0008144,C01519,80.79,80.79,HIGH,BLOCK
AUDT0008145,T0008145,C01611,14.39,14.39,LOW,ALLOW
AUDT0008146,T0008146,C00925,18.91,18.91,LOW,ALLOW
AUDT0008147,T0008147,C01590,5.91,5.91,LOW,ALLOW
AUDT0008148,T0008148,C00897,4.91,4.91,LOW,ALLOW
AUDT0008149,T0008149,C01664,30.46,30.46,LOW,ALLOW
AUDT0008150,T0008150,C01686,36.43,36.43,LOW,ALLOW
AUDT0008151,T0008151,C01353,18.53,18.53,LOW,ALLOW
AUDT0008152,T0008152,C00082,36.98,36.98,LOW,ALLOW
AUDT0008153,T0008153,C00919,32.98,32.98,LOW,ALLOW
AUDT0008154,T0008154,C01163,27.11,27.11,LOW,ALLOW
AUDT0008155,T0008155,C01653,21.05,21.05,LOW,ALLOW
AUDT0008156,T0008156,C01474,6.64,6.64,LOW,ALLOW
AUDT0008157,T0008157,C01036,24.17,24.17,LOW,ALLOW
AUDT0008158,T0008158,C00828,13.68,13.68,LOW,ALLOW
AUDT0008159,T0008159,C01428,21.29,21.29,LOW,ALLOW
AUDT0008160,T0008160,C00775,34.33,34.33,LOW,ALLOW
AUDT0008161,T0008161,C00923,34.56,34.56,LOW,ALLOW
AUDT0008162,T0008162,C01839,81.94,81.94,HIGH,BLOCK
AUDT0008163,T0008163,C01819,14.61,14.61,LOW,ALLOW
AUDT0008164,T0008164,C01029,18.22,18.22,LOW,ALLOW
AUDT0008165,T0008165,C00096,15.97,15.97,LOW,ALLOW
AUDT0008166,T0008166,C00786,96.94,96.94,HIGH,BLOCK
AUDT0008167,T0008167,C00179,25.58,25.58,LOW,ALLOW
AUDT0008168,T0008168,C01916,25.43,25.43,LOW,ALLOW
AUDT0008169,T0008169,C01673,29.74,29.74,LOW,ALLOW
AUDT0008170,T0008170,C01482,35.31,35.31,LOW,ALLOW
AUDT0008171,T0008171,C01581,24.69,24.69,LOW,ALLOW
AUDT0008172,T0008172,C01660,35.55,35.55,LOW,ALLOW
AUDT0008173,T0008173,C00969,37.06,37.06,LOW,ALLOW
AUDT0008174,T0008174,C01470,12.73,12.73,LOW,ALLOW
AUDT0008175,T0008175,C00750,16.45,16.45,LOW,ALLOW
AUDT0008176,T0008176,C01638,6.47,6.47,LOW,ALLOW
AUDT0008177,T0008177,C00647,6.14,6.14,LOW,ALLOW
AUDT0008178,T0008178,C00581,13.71,13.71,LOW,ALLOW
AUDT0008179,T0008179,C00810,36.23,36.23,LOW,ALLOW
AUDT0008180,T0008180,C01606,26.53,26.53,LOW,ALLOW
AUDT0008181,T0008181,C01005,7.59,7.59,LOW,ALLOW
AUDT0008182,T0008182,C00381,18.88,18.88,LOW,ALLOW
AUDT0008183,T0008183,C00611,13.72,13.72,LOW,ALLOW
AUDT0008184,T0008184,C00192,38.23,38.23,LOW,ALLOW
AUDT0008185,T0008185,C01381,14.46,14.46,LOW,ALLOW
AUDT0008186,T0008186,C00639,14.46,14.46,LOW,ALLOW
AUDT0008187,T0008187,C01109,27.54,27.54,LOW,ALLOW
AUDT0008188,T0008188,C00185,29.6,29.6,LOW,ALLOW
AUDT0008189,T0008189,C00153,34.31,34.31,LOW,ALLOW
AUDT0008190,T0008190,C00534,37.05,37.05,LOW,ALLOW
AUDT0008191,T0008191,C00707,20.09,20.09,LOW,ALLOW
AUDT0008192,T0008192,C00774,4.02,4.02,LOW,ALLOW
AUDT0008193,T0008193,C00003,15.37,15.37,LOW,ALLOW
AUDT0008194,T0008194,C00986,26.15,26.15,LOW,ALLOW
AUDT0008195,T0008195,C00324,9.57,9.57,LOW,ALLOW
AUDT0008196,T0008196,C01448,17.49,17.49,LOW,ALLOW
AUDT0008197,T0008197,C01128,35.06,35.06,LOW,ALLOW
AUDT0008198,T0008198,C01954,23.93,23.93,LOW,ALLOW
AUDT0008199,T0008199,C00230,6.06,6.06,LOW,ALLOW
AUDT0008200,T0008200,C00920,7.84,7.84,LOW,ALLOW
AUDT0008201,T0008201,C00732,10.8,10.8,LOW,ALLOW
AUDT0008202,T0008202,C00721,13.23,13.23,LOW,ALLOW
AUDT0008203,T0008203,C00583,23.16,23.16,LOW,ALLOW
AUDT0008204,T0008204,C01473,23.94,23.94,LOW,ALLOW
AUDT0008205,T0008205,C01348,29.17,29.17,LOW,ALLOW
AUDT0008206,T0008206,C00641,15.28,15.28,LOW,ALLOW
AUDT0008207,T0008207,C00514,3.31,3.31,LOW,ALLOW
AUDT0008208,T0008208,C00493,32.32,32.32,LOW,ALLOW
AUDT0008209,T0008209,C00386,11.27,11.27,LOW,ALLOW
AUDT0008210,T0008210,C00305,26.79,26.79,LOW,ALLOW
AUDT0008211,T0008211,C01092,24.98,24.98,LOW,ALLOW
AUDT0008212,T0008212,C01057,38.69,38.69,LOW,ALLOW
AUDT0008213,T0008213,C00981,29.19,29.19,LOW,ALLOW
AUDT0008214,T0008214,C01675,2.19,2.19,LOW,ALLOW
AUDT0008215,T0008215,C00185,36.02,36.02,LOW,ALLOW
AUDT0008216,T0008216,C00170,28.6,28.6,LOW,ALLOW
AUDT0008217,T0008217,C01603,31.21,31.21,LOW,ALLOW
AUDT0008218,T0008218,C01635,85.89,85.89,HIGH,BLOCK
AUDT0008219,T0008219,C00698,38.97,38.97,LOW,ALLOW
AUDT0008220,T0008220,C00543,30.26,30.26,LOW,ALLOW
AUDT0008221,T0008221,C01023,80.55,80.55,HIGH,BLOCK
AUDT0008222,T0008222,C01123,30.79,30.79,LOW,ALLOW
AUDT0008223,T0008223,C01122,9.5,9.5,LOW,ALLOW
AUDT0008224,T0008224,C00638,3.69,3.69,LOW,ALLOW
AUDT0008225,T0008225,C01409,20.15,20.15,LOW,ALLOW
AUDT0008226,T0008226,C00822,92.49,92.49,HIGH,BLOCK
AUDT0008227,T0008227,C01100,36.98,36.98,LOW,ALLOW
AUDT0008228,T0008228,C00243,24.93,24.93,LOW,ALLOW
AUDT0008229,T0008229,C00276,31.93,31.93,LOW,ALLOW
AUDT0008230,T0008230,C00176,13.51,13.51,LOW,ALLOW
AUDT0008231,T0008231,C00027,26.42,26.42,LOW,ALLOW
AUDT0008232,T0008232,C01084,1.82,1.82,LOW,ALLOW
AUDT0008233,T0008233,C00250,37.33,37.33,LOW,ALLOW
AUDT0008234,T0008234,C00204,34.86,34.86,LOW,ALLOW
AUDT0008235,T0008235,C01258,79.64,79.64,HIGH,BLOCK
AUDT0008236,T0008236,C00426,32.0,32.0,LOW,ALLOW
AUDT0008237,T0008237,C00106,13.64,13.64,LOW,ALLOW
AUDT0008238,T0008238,C01154,4.29,4.29,LOW,ALLOW
AUDT0008239,T0008239,C01406,17.54,17.54,LOW,ALLOW
AUDT0008240,T0008240,C01177,23.29,23.29,LOW,ALLOW
AUDT0008241,T0008241,C01031,28.6,28.6,LOW,ALLOW
AUDT0008242,T0008242,C00531,9.16,9.16,LOW,ALLOW
AUDT0008243,T0008243,C01469,3.08,3.08,LOW,ALLOW
AUDT0008244,T0008244,C00318,15.5,15.5,LOW,ALLOW
AUDT0008245,T0008245,C01866,11.96,11.96,LOW,ALLOW
AUDT0008246,T0008246,C00112,15.64,15.64,LOW,ALLOW
AUDT0008247,T0008247,C01666,27.44,27.44,LOW,ALLOW
AUDT0008248,T0008248,C00064,30.52,30.52,LOW,ALLOW
AUDT0008249,T0008249,C01449,30.75,30.75,LOW,ALLOW
AUDT0008250,T0008250,C00875,23.05,23.05,LOW,ALLOW
AUDT0008251,T0008251,C01784,24.41,24.41,LOW,ALLOW
AUDT0008252,T0008252,C01278,35.08,35.08,LOW,ALLOW
AUDT0008253,T0008253,C01988,27.89,27.89,LOW,ALLOW
AUDT0008254,T0008254,C01589,11.22,11.22,LOW,ALLOW
AUDT0008255,T0008255,C01900,9.46,9.46,LOW,ALLOW
AUDT0008256,T0008256,C00597,39.85,39.85,LOW,ALLOW
AUDT0008257,T0008257,C00498,25.34,25.34,LOW,ALLOW
AUDT0008258,T0008258,C01195,17.92,17.92,LOW,ALLOW
AUDT0008259,T0008259,C00143,39.32,39.32,LOW,ALLOW
AUDT0008260,T0008260,C01492,89.52,89.52,HIGH,BLOCK
AUDT0008261,T0008261,C01957,26.88,26.88,LOW,ALLOW
AUDT0008262,T0008262,C01774,4.2,4.2,LOW,ALLOW
AUDT0008263,T0008263,C01625,9.12,9.12,LOW,ALLOW
AUDT0008264,T0008264,C01252,1.77,1.77,LOW,ALLOW
AUDT0008265,T0008265,C01807,21.34,21.34,LOW,ALLOW
AUDT0008266,T0008266,C00779,32.38,32.38,LOW,ALLOW
AUDT0008267,T0008267,C00148,16.73,16.73,LOW,ALLOW
AUDT0008268,T0008268,C01201,31.35,31.35,LOW,ALLOW
AUDT0008269,T0008269,C01942,32.65,32.65,LOW,ALLOW
AUDT0008270,T0008270,C01229,4.0,4.0,LOW,ALLOW
AUDT0008271,T0008271,C00439,4.83,4.83,LOW,ALLOW
AUDT0008272,T0008272,C00764,13.71,13.71,LOW,ALLOW
AUDT0008273,T0008273,C00624,34.61,34.61,LOW,ALLOW
AUDT0008274,T0008274,C00306,5.3,5.3,LOW,ALLOW
AUDT0008275,T0008275,C01087,8.2,8.2,LOW,ALLOW
AUDT0008276,T0008276,C01770,5.17,5.17,LOW,ALLOW
AUDT0008277,T0008277,C00290,38.65,38.65,LOW,ALLOW
AUDT0008278,T0008278,C00511,31.09,31.09,LOW,ALLOW
AUDT0008279,T0008279,C01542,17.52,17.52,LOW,ALLOW
AUDT0008280,T0008280,C00886,21.15,21.15,LOW,ALLOW
AUDT0008281,T0008281,C01447,33.78,33.78,LOW,ALLOW
AUDT0008282,T0008282,C01815,22.87,22.87,LOW,ALLOW
AUDT0008283,T0008283,C00722,7.37,7.37,LOW,ALLOW
AUDT0008284,T0008284,C00579,2.51,2.51,LOW,ALLOW
AUDT0008285,T0008285,C01474,35.97,35.97,LOW,ALLOW
AUDT0008286,T0008286,C00354,11.16,11.16,LOW,ALLOW
AUDT0008287,T0008287,C00566,22.77,22.77,LOW,ALLOW
AUDT0008288,T0008288,C01762,28.33,28.33,LOW,ALLOW
AUDT0008289,T0008289,C01039,12.37,12.37,LOW,ALLOW
AUDT0008290,T0008290,C01912,28.68,28.68,LOW,ALLOW
AUDT0008291,T0008291,C00719,32.61,32.61,LOW,ALLOW
AUDT0008292,T0008292,C01629,37.42,37.42,LOW,ALLOW
AUDT0008293,T0008293,C01045,6.56,6.56,LOW,ALLOW
AUDT0008294,T0008294,C00947,5.26,5.26,LOW,ALLOW
AUDT0008295,T0008295,C00019,2.37,2.37,LOW,ALLOW
AUDT0008296,T0008296,C00948,2.91,2.91,LOW,ALLOW
AUDT0008297,T0008297,C00567,37.68,37.68,LOW,ALLOW
AUDT0008298,T0008298,C00294,16.95,16.95,LOW,ALLOW
AUDT0008299,T0008299,C00892,20.03,20.03,LOW,ALLOW
AUDT0008300,T0008300,C00727,12.59,12.59,LOW,ALLOW
AUDT0008301,T0008301,C01760,1.85,1.85,LOW,ALLOW
AUDT0008302,T0008302,C01318,5.77,5.77,LOW,ALLOW
AUDT0008303,T0008303,C00354,6.8,6.8,LOW,ALLOW
AUDT0008304,T0008304,C01768,7.12,7.12,LOW,ALLOW
AUDT0008305,T0008305,C00778,37.23,37.23,LOW,ALLOW
AUDT0008306,T0008306,C00832,15.05,15.05,LOW,ALLOW
AUDT0008307,T0008307,C00626,13.81,13.81,LOW,ALLOW
AUDT0008308,T0008308,C00049,36.46,36.46,LOW,ALLOW
AUDT0008309,T0008309,C01962,2.77,2.77,LOW,ALLOW
AUDT0008310,T0008310,C00689,15.21,15.21,LOW,ALLOW
AUDT0008311,T0008311,C00203,35.14,35.14,LOW,ALLOW
AUDT0008312,T0008312,C01771,39.84,39.84,LOW,ALLOW
AUDT0008313,T0008313,C01744,9.68,9.68,LOW,ALLOW
AUDT0008314,T0008314,C00945,31.97,31.97,LOW,ALLOW
AUDT0008315,T0008315,C00410,16.11,16.11,LOW,ALLOW
AUDT0008316,T0008316,C01991,2.21,2.21,LOW,ALLOW
AUDT0008317,T0008317,C01673,9.75,9.75,LOW,ALLOW
AUDT0008318,T0008318,C00674,20.68,20.68,LOW,ALLOW
AUDT0008319,T0008319,C00178,20.79,20.79,LOW,ALLOW
AUDT0008320,T0008320,C00427,31.03,31.03,LOW,ALLOW
AUDT0008321,T0008321,C01164,27.36,27.36,LOW,ALLOW
AUDT0008322,T0008322,C00425,16.9,16.9,LOW,ALLOW
AUDT0008323,T0008323,C00625,8.72,8.72,LOW,ALLOW
AUDT0008324,T0008324,C01622,7.55,7.55,LOW,ALLOW
AUDT0008325,T0008325,C01988,19.14,19.14,LOW,ALLOW
AUDT0008326,T0008326,C00996,21.15,21.15,LOW,ALLOW
AUDT0008327,T0008327,C00146,15.57,15.57,LOW,ALLOW
AUDT0008328,T0008328,C00982,20.13,20.13,LOW,ALLOW
AUDT0008329,T0008329,C01945,14.54,14.54,LOW,ALLOW
AUDT0008330,T0008330,C00744,19.12,19.12,LOW,ALLOW
AUDT0008331,T0008331,C00228,36.26,36.26,LOW,ALLOW
AUDT0008332,T0008332,C00052,36.97,36.97,LOW,ALLOW
AUDT0008333,T0008333,C01135,13.72,13.72,LOW,ALLOW
AUDT0008334,T0008334,C01670,12.93,12.93,LOW,ALLOW
AUDT0008335,T0008335,C01093,3.87,3.87,LOW,ALLOW
AUDT0008336,T0008336,C00798,17.15,17.15,LOW,ALLOW
AUDT0008337,T0008337,C00311,28.68,28.68,LOW,ALLOW
AUDT0008338,T0008338,C01843,3.07,3.07,LOW,ALLOW
AUDT0008339,T0008339,C00990,9.44,9.44,LOW,ALLOW
AUDT0008340,T0008340,C01059,28.78,28.78,LOW,ALLOW
AUDT0008341,T0008341,C01223,27.83,27.83,LOW,ALLOW
AUDT0008342,T0008342,C01524,32.86,32.86,LOW,ALLOW
AUDT0008343,T0008343,C01940,20.16,20.16,LOW,ALLOW
AUDT0008344,T0008344,C00539,3.46,3.46,LOW,ALLOW
AUDT0008345,T0008345,C00031,12.2,12.2,LOW,ALLOW
AUDT0008346,T0008346,C01219,38.19,38.19,LOW,ALLOW
AUDT0008347,T0008347,C01567,17.7,17.7,LOW,ALLOW
AUDT0008348,T0008348,C01667,2.32,2.32,LOW,ALLOW
AUDT0008349,T0008349,C00499,29.69,29.69,LOW,ALLOW
AUDT0008350,T0008350,C01719,81.69,81.69,HIGH,BLOCK
AUDT0008351,T0008351,C00945,14.28,14.28,LOW,ALLOW
AUDT0008352,T0008352,C01990,5.49,5.49,LOW,ALLOW
AUDT0008353,T0008353,C01914,88.04,88.04,HIGH,BLOCK
AUDT0008354,T0008354,C00986,23.76,23.76,LOW,ALLOW
AUDT0008355,T0008355,C00835,7.55,7.55,LOW,ALLOW
AUDT0008356,T0008356,C01891,22.9,22.9,LOW,ALLOW
AUDT0008357,T0008357,C01236,31.46,31.46,LOW,ALLOW
AUDT0008358,T0008358,C01803,14.21,14.21,LOW,ALLOW
AUDT0008359,T0008359,C00421,34.73,34.73,LOW,ALLOW
AUDT0008360,T0008360,C00511,28.2,28.2,LOW,ALLOW
AUDT0008361,T0008361,C01960,33.15,33.15,LOW,ALLOW
AUDT0008362,T0008362,C00394,12.91,12.91,LOW,ALLOW
AUDT0008363,T0008363,C01972,27.48,27.48,LOW,ALLOW
AUDT0008364,T0008364,C00651,16.18,16.18,LOW,ALLOW
AUDT0008365,T0008365,C01991,15.16,15.16,LOW,ALLOW
AUDT0008366,T0008366,C00854,15.46,15.46,LOW,ALLOW
AUDT0008367,T0008367,C01968,16.58,16.58,LOW,ALLOW
AUDT0008368,T0008368,C01982,21.53,21.53,LOW,ALLOW
AUDT0008369,T0008369,C00802,12.69,12.69,LOW,ALLOW
AUDT0008370,T0008370,C00505,37.31,37.31,LOW,ALLOW
AUDT0008371,T0008371,C01890,37.53,37.53,LOW,ALLOW
AUDT0008372,T0008372,C00744,78.19,78.19,HIGH,BLOCK
AUDT0008373,T0008373,C00045,34.28,34.28,LOW,ALLOW
AUDT0008374,T0008374,C00729,15.83,15.83,LOW,ALLOW
AUDT0008375,T0008375,C00374,13.11,13.11,LOW,ALLOW
AUDT0008376,T0008376,C00397,12.49,12.49,LOW,ALLOW
AUDT0008377,T0008377,C00903,28.06,28.06,LOW,ALLOW
AUDT0008378,T0008378,C01574,14.23,14.23,LOW,ALLOW
AUDT0008379,T0008379,C01387,34.06,34.06,LOW,ALLOW
AUDT0008380,T0008380,C01712,10.19,10.19,LOW,ALLOW
AUDT0008381,T0008381,C01849,24.89,24.89,LOW,ALLOW
AUDT0008382,T0008382,C01166,30.81,30.81,LOW,ALLOW
AUDT0008383,T0008383,C01425,3.89,3.89,LOW,ALLOW
AUDT0008384,T0008384,C01587,31.07,31.07,LOW,ALLOW
AUDT0008385,T0008385,C01797,29.62,29.62,LOW,ALLOW
AUDT0008386,T0008386,C01036,98.88,98.88,HIGH,BLOCK
AUDT0008387,T0008387,C01733,31.7,31.7,LOW,ALLOW
AUDT0008388,T0008388,C01741,14.9,14.9,LOW,ALLOW
AUDT0008389,T0008389,C00254,28.36,28.36,LOW,ALLOW
AUDT0008390,T0008390,C00104,12.21,12.21,LOW,ALLOW
AUDT0008391,T0008391,C00109,3.19,3.19,LOW,ALLOW
AUDT0008392,T0008392,C01868,23.79,23.79,LOW,ALLOW
AUDT0008393,T0008393,C00495,3.47,3.47,LOW,ALLOW
AUDT0008394,T0008394,C01911,9.88,9.88,LOW,ALLOW
AUDT0008395,T0008395,C00891,31.94,31.94,LOW,ALLOW
AUDT0008396,T0008396,C00008,21.45,21.45,LOW,ALLOW
AUDT0008397,T0008397,C01094,85.89,85.89,HIGH,BLOCK
AUDT0008398,T0008398,C01003,29.14,29.14,LOW,ALLOW
AUDT0008399,T0008399,C01302,27.61,27.61,LOW,ALLOW
AUDT0008400,T0008400,C01187,15.74,15.74,LOW,ALLOW
AUDT0008401,T0008401,C00948,32.07,32.07,LOW,ALLOW
AUDT0008402,T0008402,C01589,6.76,6.76,LOW,ALLOW
AUDT0008403,T0008403,C01160,8.11,8.11,LOW,ALLOW
AUDT0008404,T0008404,C01512,12.69,12.69,LOW,ALLOW
AUDT0008405,T0008405,C01499,29.51,29.51,LOW,ALLOW
AUDT0008406,T0008406,C00919,12.8,12.8,LOW,ALLOW
AUDT0008407,T0008407,C01617,37.62,37.62,LOW,ALLOW
AUDT0008408,T0008408,C01990,32.37,32.37,LOW,ALLOW
AUDT0008409,T0008409,C00285,72.98,72.98,HIGH,BLOCK
AUDT0008410,T0008410,C00048,80.88,80.88,HIGH,BLOCK
AUDT0008411,T0008411,C01726,90.62,90.62,HIGH,BLOCK
AUDT0008412,T0008412,C01261,30.44,30.44,LOW,ALLOW
AUDT0008413,T0008413,C01790,1.17,1.17,LOW,ALLOW
AUDT0008414,T0008414,C01620,13.03,13.03,LOW,ALLOW
AUDT0008415,T0008415,C01808,29.11,29.11,LOW,ALLOW
AUDT0008416,T0008416,C00075,32.89,32.89,LOW,ALLOW
AUDT0008417,T0008417,C00778,19.26,19.26,LOW,ALLOW
AUDT0008418,T0008418,C00206,24.02,24.02,LOW,ALLOW
AUDT0008419,T0008419,C00724,6.75,6.75,LOW,ALLOW
AUDT0008420,T0008420,C01533,3.79,3.79,LOW,ALLOW
AUDT0008421,T0008421,C00317,28.21,28.21,LOW,ALLOW
AUDT0008422,T0008422,C00718,92.76,92.76,HIGH,BLOCK
AUDT0008423,T0008423,C00347,36.04,36.04,LOW,ALLOW
AUDT0008424,T0008424,C00693,21.04,21.04,LOW,ALLOW
AUDT0008425,T0008425,C01638,19.19,19.19,LOW,ALLOW
AUDT0008426,T0008426,C01632,11.3,11.3,LOW,ALLOW
AUDT0008427,T0008427,C00415,36.02,36.02,LOW,ALLOW
AUDT0008428,T0008428,C00096,9.38,9.38,LOW,ALLOW
AUDT0008429,T0008429,C00710,11.91,11.91,LOW,ALLOW
AUDT0008430,T0008430,C00965,39.21,39.21,LOW,ALLOW
AUDT0008431,T0008431,C00682,21.71,21.71,LOW,ALLOW
AUDT0008432,T0008432,C00057,86.13,86.13,HIGH,BLOCK
AUDT0008433,T0008433,C00974,15.98,15.98,LOW,ALLOW
AUDT0008434,T0008434,C01738,4.91,4.91,LOW,ALLOW
AUDT0008435,T0008435,C01328,35.97,35.97,LOW,ALLOW
AUDT0008436,T0008436,C00667,17.63,17.63,LOW,ALLOW
AUDT0008437,T0008437,C00496,12.39,12.39,LOW,ALLOW
AUDT0008438,T0008438,C01218,79.33,79.33,HIGH,BLOCK
AUDT0008439,T0008439,C00891,79.86,79.86,HIGH,BLOCK
AUDT0008440,T0008440,C01585,34.82,34.82,LOW,ALLOW
AUDT0008441,T0008441,C00882,38.18,38.18,LOW,ALLOW
AUDT0008442,T0008442,C01082,10.34,10.34,LOW,ALLOW
AUDT0008443,T0008443,C01410,22.27,22.27,LOW,ALLOW
AUDT0008444,T0008444,C00065,25.23,25.23,LOW,ALLOW
AUDT0008445,T0008445,C00446,39.56,39.56,LOW,ALLOW
AUDT0008446,T0008446,C01026,7.13,7.13,LOW,ALLOW
AUDT0008447,T0008447,C01023,16.31,16.31,LOW,ALLOW
AUDT0008448,T0008448,C00393,13.34,13.34,LOW,ALLOW
AUDT0008449,T0008449,C01444,33.1,33.1,LOW,ALLOW
AUDT0008450,T0008450,C00935,72.42,72.42,HIGH,BLOCK
AUDT0008451,T0008451,C00298,5.17,5.17,LOW,ALLOW
AUDT0008452,T0008452,C00844,9.83,9.83,LOW,ALLOW
AUDT0008453,T0008453,C00824,1.13,1.13,LOW,ALLOW
AUDT0008454,T0008454,C01738,24.03,24.03,LOW,ALLOW
AUDT0008455,T0008455,C00240,15.63,15.63,LOW,ALLOW
AUDT0008456,T0008456,C00578,27.19,27.19,LOW,ALLOW
AUDT0008457,T0008457,C01522,28.05,28.05,LOW,ALLOW
AUDT0008458,T0008458,C00051,35.6,35.6,LOW,ALLOW
AUDT0008459,T0008459,C00594,35.38,35.38,LOW,ALLOW
AUDT0008460,T0008460,C01090,37.99,37.99,LOW,ALLOW
AUDT0008461,T0008461,C01175,22.89,22.89,LOW,ALLOW
AUDT0008462,T0008462,C00257,84.27,84.27,HIGH,BLOCK
AUDT0008463,T0008463,C00364,36.11,36.11,LOW,ALLOW
AUDT0008464,T0008464,C01561,18.44,18.44,LOW,ALLOW
AUDT0008465,T0008465,C00798,75.61,75.61,HIGH,BLOCK
AUDT0008466,T0008466,C01786,33.67,33.67,LOW,ALLOW
AUDT0008467,T0008467,C00972,36.87,36.87,LOW,ALLOW
AUDT0008468,T0008468,C00794,80.33,80.33,HIGH,BLOCK
AUDT0008469,T0008469,C01055,23.48,23.48,LOW,ALLOW
AUDT0008470,T0008470,C00191,26.25,26.25,LOW,ALLOW
AUDT0008471,T0008471,C00749,16.39,16.39,LOW,ALLOW
AUDT0008472,T0008472,C00719,32.95,32.95,LOW,ALLOW
AUDT0008473,T0008473,C00734,27.31,27.31,LOW,ALLOW
AUDT0008474,T0008474,C01366,26.25,26.25,LOW,ALLOW
AUDT0008475,T0008475,C01288,13.79,13.79,LOW,ALLOW
AUDT0008476,T0008476,C00087,19.0,19.0,LOW,ALLOW
AUDT0008477,T0008477,C01784,28.12,28.12,LOW,ALLOW
AUDT0008478,T0008478,C00472,36.31,36.31,LOW,ALLOW
AUDT0008479,T0008479,C01902,35.8,35.8,LOW,ALLOW
AUDT0008480,T0008480,C01413,39.64,39.64,LOW,ALLOW
AUDT0008481,T0008481,C01236,33.21,33.21,LOW,ALLOW
AUDT0008482,T0008482,C01660,10.97,10.97,LOW,ALLOW
AUDT0008483,T0008483,C01224,7.42,7.42,LOW,ALLOW
AUDT0008484,T0008484,C01309,9.77,9.77,LOW,ALLOW
AUDT0008485,T0008485,C00510,29.78,29.78,LOW,ALLOW
AUDT0008486,T0008486,C01809,7.41,7.41,LOW,ALLOW
AUDT0008487,T0008487,C01034,35.07,35.07,LOW,ALLOW
AUDT0008488,T0008488,C00408,27.97,27.97,LOW,ALLOW
AUDT0008489,T0008489,C01692,9.98,9.98,LOW,ALLOW
AUDT0008490,T0008490,C00643,31.05,31.05,LOW,ALLOW
AUDT0008491,T0008491,C00708,13.23,13.23,LOW,ALLOW
AUDT0008492,T0008492,C02000,15.31,15.31,LOW,ALLOW
AUDT0008493,T0008493,C00822,9.78,9.78,LOW,ALLOW
AUDT0008494,T0008494,C00528,13.18,13.18,LOW,ALLOW
AUDT0008495,T0008495,C01419,31.83,31.83,LOW,ALLOW
AUDT0008496,T0008496,C00102,3.47,3.47,LOW,ALLOW
AUDT0008497,T0008497,C01490,5.6,5.6,LOW,ALLOW
AUDT0008498,T0008498,C01167,19.52,19.52,LOW,ALLOW
AUDT0008499,T0008499,C00257,15.69,15.69,LOW,ALLOW
AUDT0008500,T0008500,C00303,6.82,6.82,LOW,ALLOW
AUDT0008501,T0008501,C01058,26.65,26.65,LOW,ALLOW
AUDT0008502,T0008502,C01265,21.32,21.32,LOW,ALLOW
AUDT0008503,T0008503,C00331,26.84,26.84,LOW,ALLOW
AUDT0008504,T0008504,C01697,80.49,80.49,HIGH,BLOCK
